,time1,Spread,Mid-price,volume_buy1,price_buy1,price_sell1,volume_sell1,time2,volume_buy2,price_buy2,price_sell2,volume_sell2,time3,volume_buy3,price_buy3,price_sell3,volume_sell3,time4,volume_buy4,price_buy4,price_sell4,volume_sell4,time5,volume_buy5,price_buy5,price_sell5,volume_sell5
0,1397/7/23 6:01:23,1000,64000,23000,63500,64500,100,6:01:23,220,61200,64550,1096,6:01:23,25000,61200,64598,500,6:01:23,20,61001,64600,2000,6:01:23,10000,60125,64613,1623
1,1397/7/23 8:30:08,0,64500,14,64500,64500,100,8:30:08,23000,63500,64550,1096,8:30:08,220,63500,64598,500,8:30:08,25000,61011,64600,2000,8:30:08,20,61001,64613,1623
2,1397/7/23 8:30:08,0,64500,14,64500,64500,100,8:30:20,23000,63500,64598,500,8:30:20,220,63500,64600,2000,8:30:20,25000,61011,64613,1623,8:30:20,20,61001,65000,16
3,1397/7/23 8:30:08,0,64500,14,64500,64500,100,8:30:28,23000,63500,64551,16,8:30:28,220,63500,64598,500,8:30:28,25000,61011,64600,2000,8:30:28,20,61001,64613,1623
4,1397/7/23 8:30:43,0,64400,14,64400,64400,1000,8:30:43,23000,63500,64500,100,8:30:43,220,63500,64551,16,8:30:43,25000,61011,64598,500,8:30:43,20,61001,64600,2000
5,1397/7/23 8:31:11,0,64400,14,64400,64400,1200,8:30:43,23000,63500,64500,100,8:30:43,220,63500,64551,16,8:30:43,25000,61011,64598,500,8:30:43,20,61001,64600,2000
6,1397/7/23 8:31:11,0,64400,14,64400,64400,1200,8:30:43,23000,63500,64500,100,8:31:21,320,63500,64551,16,8:30:43,25000,61011,64598,500,8:30:43,20,61001,64600,2000
7,1397/7/23 8:31:11,0,64400,14,64400,64400,1200,8:31:23,23470,63500,64500,100,8:31:21,320,63500,64551,16,8:30:43,25000,61011,64598,500,8:30:43,20,61001,64600,2000
8,1397/7/23 8:31:11,0,64400,14,64400,64400,1200,8:31:23,23470,63500,64500,100,8:31:25,636,63500,64551,16,8:31:25,320,61200,64598,500,8:31:25,25000,61011,64600,2000
9,1397/7/23 8:31:31,0,63500,23484,63500,63500,1000,8:31:31,636,62000,64400,200,8:31:31,320,62000,64500,100,8:31:31,25000,61011,64551,16,8:31:31,20,61001,64598,500
10,1397/7/23 8:31:31,0,63500,23484,63500,63500,1000,8:31:31,636,62000,64400,200,8:31:31,320,62000,64500,100,8:31:40,25100,61011,64551,16,8:31:31,20,61001,64598,500
11,1397/7/23 8:31:47,0,63500,23504,63500,63500,1000,8:31:31,636,62000,64400,200,8:31:31,320,62000,64500,100,8:31:40,25100,61011,64551,16,8:31:31,20,61001,64598,500
12,1397/7/23 8:32:03,0,63500,23804,63500,63500,1000,8:31:31,636,62000,64400,200,8:31:31,320,62000,64500,100,8:31:40,25100,61011,64551,16,8:31:31,20,61001,64598,500
13,1397/7/23 8:32:03,0,63500,23804,63500,63500,1000,8:32:06,1436,62000,64400,200,8:31:31,320,62000,64500,100,8:31:40,25100,61011,64551,16,8:31:31,20,61001,64598,500
14,1397/7/23 8:32:03,0,63500,23804,63500,63500,1000,8:32:06,1436,62000,64400,200,8:31:31,320,62000,64500,100,8:31:40,25100,61011,64551,16,8:32:07,3020,61001,64598,500
15,1397/7/23 8:32:16,0,63500,23824,63500,63500,1000,8:32:06,1436,62000,64400,200,8:31:31,320,62000,64500,100,8:31:40,25100,61011,64551,16,8:32:07,3020,61001,64598,500
16,1397/7/23 8:32:16,0,63500,23824,63500,63500,1000,8:32:06,1436,62000,64400,200,8:32:23,420,62000,64500,100,8:31:40,25100,61011,64551,16,8:32:07,3020,61001,64598,500
17,1397/7/23 8:32:27,0,63500,28824,63500,63500,1000,8:32:06,1436,62000,64400,200,8:32:23,420,62000,64500,100,8:31:40,25100,61011,64551,16,8:32:07,3020,61001,64598,500
18,1397/7/23 8:32:27,0,63500,28824,63500,63500,1000,8:32:06,1436,62000,64400,200,8:32:41,676,62000,64500,100,8:31:40,25100,61011,64551,16,8:32:07,3020,61001,64598,500
19,1397/7/23 8:32:27,0,63500,28824,63500,63500,1000,8:32:47,7457,62000,64400,200,8:32:41,676,62000,64500,100,8:31:40,25100,61011,64551,16,8:32:07,3020,61001,64598,500
20,1397/7/23 8:32:27,0,63500,28824,63500,63500,1000,8:32:47,7457,62000,64400,200,8:33:00,676,62000,64500,240,8:31:40,25100,61011,64551,16,8:32:07,3020,61001,64598,500
21,1397/7/23 8:33:04,0,63500,29824,63500,63500,1000,8:33:04,7457,62000,64500,440,8:33:04,676,62000,64551,16,8:33:04,25100,61011,64598,500,8:33:04,3020,61001,64600,2000
22,1397/7/23 8:33:04,0,63500,29824,63500,63500,1000,8:33:27,7507,62000,64500,440,8:33:04,676,62000,64551,16,8:33:04,25100,61011,64598,500,8:33:04,3020,61001,64600,2000
23,1397/7/23 8:33:04,0,63500,29824,63500,63500,1000,8:34:05,500,62500,64500,440,8:34:05,7507,62500,64551,16,8:34:05,676,61200,64598,500,8:34:05,25100,61011,64600,2000
24,1397/7/23 8:33:04,0,63500,29824,63500,63500,1000,8:34:05,500,62500,64500,440,8:34:05,7507,62500,64551,16,8:34:05,676,61200,64598,500,8:34:26,1000,61012,64600,2000
25,1397/7/23 8:34:40,0,63500,29824,63500,63500,2000,8:34:05,500,62500,64500,440,8:34:05,7507,62500,64551,16,8:34:05,676,61200,64598,500,8:34:26,1000,61012,64600,2000
26,1397/7/23 8:34:40,0,63500,29824,63500,63500,2000,8:34:51,560,62500,64500,440,8:34:05,7507,62500,64551,16,8:34:05,676,61200,64598,500,8:34:26,1000,61012,64600,2000
27,1397/7/23 8:34:57,0,63500,29979,63500,63500,2000,8:34:51,560,62500,64500,440,8:34:05,7507,62500,64551,16,8:34:05,676,61200,64598,500,8:34:26,1000,61012,64600,2000
28,1397/7/23 8:34:57,0,63500,29979,63500,63500,2000,8:34:51,560,62500,64500,440,8:35:31,7607,62500,64551,16,8:34:05,676,61200,64598,500,8:34:26,1000,61012,64600,2000
29,1397/7/23 8:34:57,0,63500,29979,63500,63500,2000,8:34:51,560,62500,64500,440,8:35:35,1100,62500,64551,16,8:35:35,7607,62000,64598,500,8:35:35,676,61200,64600,2000
30,1397/7/23 8:34:57,0,63500,29979,63500,63500,2000,8:35:41,560,62500,64449,20,8:35:41,1100,62500,64500,440,8:35:41,7607,62000,64551,16,8:35:41,676,61200,64598,500
31,1397/7/23 8:34:57,0,63500,29979,63500,63500,2000,8:35:41,560,62500,64449,20,8:36:01,1150,62500,64500,440,8:35:41,7607,62000,64551,16,8:35:41,676,61200,64598,500
32,1397/7/23 8:36:02,0,63500,29824,63500,63500,2000,8:36:02,155,63499,64449,20,8:36:02,560,63499,64500,440,8:36:02,1150,62001,64551,16,8:36:02,7607,62000,64598,500
33,1397/7/23 8:36:02,0,63500,29824,63500,63500,2000,8:36:02,155,63499,64449,20,8:36:08,560,63499,64500,740,8:36:02,1150,62001,64551,16,8:36:02,7607,62000,64598,500
34,1397/7/23 8:36:02,0,63500,29824,63500,63500,2000,8:36:02,155,63499,64449,20,8:36:08,560,63499,64500,740,8:36:02,1150,62001,64551,16,8:36:22,7707,62000,64598,500
35,1397/7/23 8:36:02,0,63500,29824,63500,63500,2000,8:36:23,155,63499,64500,740,8:36:23,560,63499,64551,16,8:36:23,1150,62001,64598,500,8:36:23,7707,62000,64600,2000
36,1397/7/23 8:36:32,0,63500,29524,63500,63500,2000,8:36:23,155,63499,64500,740,8:36:23,560,63499,64551,16,8:36:23,1150,62001,64598,500,8:36:23,7707,62000,64600,2000
37,1397/7/23 8:36:32,0,63500,29524,63500,63500,2000,8:36:33,100,63498,64500,740,8:36:23,560,63498,64551,16,8:36:23,1150,62001,64598,500,8:36:23,7707,62000,64600,2000
38,1397/7/23 8:36:32,0,63500,29524,63500,63500,2000,8:36:51,560,62500,64500,740,8:36:51,1150,62500,64551,16,8:36:51,7707,62000,64598,500,8:36:51,5000,61201,64600,2000
39,1397/7/23 8:36:32,0,63500,29524,63500,63500,2000,8:36:51,560,62500,64500,740,8:36:51,1150,62500,64551,16,8:37:16,9707,62000,64598,500,8:36:51,5000,61201,64600,2000
40,1397/7/23 8:36:32,0,63500,29524,63500,63500,2000,8:36:51,560,62500,64500,740,8:37:41,1550,62500,64551,16,8:37:16,9707,62000,64598,500,8:36:51,5000,61201,64600,2000
