,time1,Spread,Mid-price,volume_buy1,price_buy1,price_sell1,volume_sell1,time2,volume_buy2,price_buy2,price_sell2,volume_sell2,time3,volume_buy3,price_buy3,price_sell3,volume_sell3,time4,volume_buy4,price_buy4,price_sell4,volume_sell4,time5,volume_buy5,price_buy5,price_sell5,volume_sell5
0,1397/7/18 6:01:22,1621,61830,20,61020,62641,750,6:01:22,50,60205,63093,30,6:01:22,60,60205,66300,494,6:01:22,252,59243,66408,161,6:01:22,52,58225,69720,125
1,1397/7/18 8:30:03,0,65148,100000,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
2,1397/7/18 8:30:04,0,65148,130000,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
3,1397/7/18 8:30:06,0,65148,161000,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
4,1397/7/18 8:30:07,0,65148,391157,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
5,1397/7/18 8:30:08,0,65148,521157,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
6,1397/7/18 8:30:09,0,65148,551157,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
7,1397/7/18 8:30:10,0,65148,651157,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
8,1397/7/18 8:30:11,0,65148,851157,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
9,1397/7/18 8:30:12,0,65148,852157,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
10,1397/7/18 8:30:13,0,65148,852614,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
11,1397/7/18 8:30:14,0,65148,853378,65148,65148,780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
12,1397/7/18 8:30:16,0,65148,853378,65148,65148,5780,8:30:03,20,61020,66300,494,8:30:03,50,61020,66408,161,8:30:03,60,60190,69720,125,8:30:03,252,59243,0,0
13,1397/7/18 8:30:17,0,65148,853378,65148,65148,6126,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
14,1397/7/18 8:30:19,0,65148,853378,65148,65148,11126,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
15,1397/7/18 8:30:26,0,65148,854078,65148,65148,11126,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
16,1397/7/18 8:30:27,0,65148,853921,65148,65148,11126,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
17,1397/7/18 8:30:32,0,65148,853921,65148,65148,13267,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
18,1397/7/18 8:30:41,0,65148,855446,65148,65148,13267,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
19,1397/7/18 8:30:42,0,65148,825446,65148,65148,13267,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
20,1397/7/18 8:30:43,0,65148,825522,65148,65148,13267,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
21,1397/7/18 8:30:45,0,65148,795522,65148,65148,13267,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
22,1397/7/18 8:30:48,0,65148,795522,65148,65148,15432,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
23,1397/7/18 8:30:51,0,65148,765522,65148,65148,15432,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
24,1397/7/18 8:30:54,0,65148,736522,65148,65148,15432,8:30:17,400,63400,66300,494,8:30:17,20,63400,66408,161,8:30:17,50,60205,69720,125,8:30:17,60,60190,0,0
