,time1,Spread,Mid-price,volume_buy1,price_buy1,price_sell1,volume_sell1,time2,volume_buy2,price_buy2,price_sell2,volume_sell2,time3,volume_buy3,price_buy3,price_sell3,volume_sell3,time4,volume_buy4,price_buy4,price_sell4,volume_sell4,time5,volume_buy5,price_buy5,price_sell5,volume_sell5
0,1397/7/17 6:01:26,2436,61423,50,60205,62641,750,6:01:26,60,60190,63093,30,6:01:26,662,60190,63500,30,6:01:26,52,58225,63555,5720,6:01:26,1000,57735,66300,494
1,1397/7/17 8:30:07,436,62423,20000,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
2,1397/7/17 8:30:08,436,62423,21700,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
3,1397/7/17 8:30:09,436,62423,73970,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
4,1397/7/17 8:30:10,436,62423,74470,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
5,1397/7/17 8:30:12,436,62423,74970,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
6,1397/7/17 8:30:13,436,62423,176220,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
7,1397/7/17 8:30:15,436,62423,196220,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
8,1397/7/17 8:30:16,436,62423,197723,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
9,1397/7/17 8:30:23,436,62423,205723,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
10,1397/7/17 8:30:27,436,62423,205743,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:07,52,58225,66300,494
11,1397/7/17 8:30:40,436,62423,207343,62205,62641,750,8:30:07,50,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:40,4000,59243,66300,494
12,1397/7/17 8:30:40,436,62423,207343,62205,62641,750,8:30:41,350,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:40,4000,59243,66300,494
13,1397/7/17 8:30:45,436,62423,208141,62205,62641,750,8:30:41,350,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:40,4000,59243,66300,494
14,1397/7/17 8:30:46,436,62423,208341,62205,62641,750,8:30:41,350,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:40,4000,59243,66300,494
15,1397/7/17 8:30:46,436,62423,208341,62205,62641,750,8:30:41,350,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:52,1000,59250,66300,494
16,1397/7/17 8:31:00,436,62423,208669,62205,62641,750,8:30:41,350,60205,63093,30,8:30:07,60,60205,63500,30,8:30:07,662,60000,63555,5720,8:30:52,1000,59250,66300,494
17,1397/7/17 8:31:13,0,62205,208669,62205,62205,500,8:31:13,350,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
18,1397/7/17 8:31:19,0,62205,240660,62205,62205,500,8:31:13,350,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
19,1397/7/17 8:31:27,0,62205,241160,62205,62205,500,8:31:13,350,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
20,1397/7/17 8:31:30,0,62205,243660,62205,62205,500,8:31:13,350,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
21,1397/7/17 8:31:58,0,62205,249660,62205,62205,500,8:31:13,350,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
22,1397/7/17 8:32:02,0,62205,249680,62205,62205,500,8:31:13,350,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
23,1397/7/17 8:32:06,0,62205,251180,62205,62205,500,8:31:13,350,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
24,1397/7/17 8:32:08,0,62205,261180,62205,62205,500,8:31:13,350,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
25,1397/7/17 8:32:08,0,62205,261180,62205,62205,500,8:32:10,950,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
26,1397/7/17 8:32:19,0,62205,260680,62205,62205,500,8:32:10,950,60205,62641,750,8:31:13,60,60205,63093,30,8:31:13,662,60000,63500,30,8:31:13,1000,59250,63555,5720
