,time1,Spread,Mid-price,volume_buy1,price_buy1,price_sell1,volume_sell1,time2,volume_buy2,price_buy2,price_sell2,volume_sell2,time3,volume_buy3,price_buy3,price_sell3,volume_sell3,time4,volume_buy4,price_buy4,price_sell4,volume_sell4,time5,volume_buy5,price_buy5,price_sell5,volume_sell5
0,1397/7/24 6:01:24,3016,68212,104,66704,69720,50,6:01:24,200,64181,0,0,6:01:24,800,64181,0,0,6:01:24,494,62301,0,0,6:01:24,159,62300,0,0
1,1397/7/24 8:30:14,0,70006,30000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
2,1397/7/24 8:30:15,0,70006,37000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
3,1397/7/24 8:30:16,0,70006,67000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
4,1397/7/24 8:30:19,0,70006,167000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
5,1397/7/24 8:30:21,0,70006,267000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
6,1397/7/24 8:30:23,0,70006,274000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
7,1397/7/24 8:30:26,0,70006,288000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
8,1397/7/24 8:30:28,0,70006,295000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
9,1397/7/24 8:30:29,0,70006,355000,70006,70006,50,8:30:14,104,66704,0,0,8:30:14,200,66704,0,0,8:30:14,800,64180,0,0,8:30:14,494,62301,0,0
