,time1,Spread,Mid-price,volume_buy1,price_buy1,price_sell1,volume_sell1,time2,volume_buy2,price_buy2,price_sell2,volume_sell2,time3,volume_buy3,price_buy3,price_sell3,volume_sell3,time4,volume_buy4,price_buy4,price_sell4,volume_sell4,time5,volume_buy5,price_buy5,price_sell5,volume_sell5
0,1397/7/28 6:01:25,3296,68348,2458,66700,69996,2205,6:01:25,1135,65089,70099,16800,6:01:25,494,65089,70990,4499,6:01:25,159,62300,70999,5781,6:01:25,20,61000,71499,5000
1,1397/7/28 8:30:21,3296,68348,2608,66700,69996,4205,6:01:25,1135,65089,70099,16800,6:01:25,494,65089,70990,4499,6:01:25,159,62300,70999,5781,6:01:25,20,61000,71499,5000
2,1397/7/28 8:30:24,0,69996,715,69996,69996,4205,8:30:24,2608,66700,70099,16800,8:30:24,1135,66700,70990,4499,8:30:24,494,62301,70999,5781,8:30:24,159,62300,71499,5000
3,1397/7/28 8:30:26,0,69996,715,69996,69996,4689,8:30:24,2608,66700,70099,16800,8:30:26,62,66700,70990,4499,8:30:26,1135,65089,70999,5781,8:30:26,494,62301,71499,5000
4,1397/7/28 8:30:32,0,66700,3323,66700,66700,884,8:30:32,62,65100,69996,4205,8:30:32,1135,65100,70099,16800,8:30:32,494,62301,70990,4499,8:30:32,159,62300,70999,5781
5,1397/7/28 8:30:50,0,69996,992,69996,69996,5089,8:30:50,2608,66700,70099,16800,8:30:50,62,66700,70990,4499,8:30:50,1135,65089,70999,5781,8:30:50,494,62301,71499,5000
6,1397/7/28 8:31:04,0,69996,992,69996,69996,3089,8:30:50,2608,66700,70099,16800,8:31:04,62,66700,70500,2000,8:31:04,1135,65089,70990,4499,8:31:04,494,62301,70999,5781
7,1397/7/28 8:31:04,0,69996,992,69996,69996,3089,8:30:50,2608,66700,70099,16800,8:31:04,62,66700,70500,2000,8:31:04,1135,65089,70990,4499,8:31:06,100,65005,70999,5781
8,1397/7/28 8:31:04,0,69996,992,69996,69996,3089,8:31:07,300,68000,70099,16800,8:31:07,2608,68000,70500,2000,8:31:07,62,65100,70990,4499,8:31:07,1135,65089,70999,5781
9,1397/7/28 8:31:04,0,69996,992,69996,69996,3089,8:31:07,300,68000,70099,16800,8:31:07,2608,68000,70500,2000,8:31:17,2180,66000,70990,4499,8:31:17,62,65100,70999,5781
