<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<VAL>,<COUNT>,<PREVIOUS>,<COL1>,<COL2>,<TSEClose>,<MarketValue>,<ShareCount>
ZAGROS,d,20140412,000000,25102,25690,25102,25280,43660,1103338351,67,25310,زاگرس,13930123,000000,25271,60672000000000,2400000000
ZAGROS,d,20140413,000000,24008,24400,24008,24015,263034,6325289526,148,25271,زاگرس,13930124,000000,24047,57636000000000,2400000000
ZAGROS,d,20140414,000000,23501,24000,23400,23752,126773,3011526907,121,24047,زاگرس,13930125,000000,23755,57004800000000,2400000000
ZAGROS,d,20140415,000000,23801,24405,23801,24179,157911,3839654107,88,23755,زاگرس,13930126,000000,24315,58029600000000,2400000000
ZAGROS,d,20140416,000000,24696,25115,24696,25100,83391,2086700362,79,24315,زاگرس,13930127,000000,25023,60240000000000,2400000000
ZAGROS,d,20140419,000000,24000,24150,24000,24122,12705,305571427,20,25023,زاگرس,13930130,000000,24051,57892800000000,2400000000
ZAGROS,d,20140420,000000,24400,25250,24400,25000,278452,6963490183,73,24051,زاگرس,13930131,000000,25008,60000000000000,2400000000
ZAGROS,d,20140421,000000,25240,25598,25125,25598,221663,5606541354,85,25008,زاگرس,13930201,000000,25293,61435200000000,2400000000
ZAGROS,d,20140422,000000,25790,26200,24520,25088,862577,22027685174,251,25293,زاگرس,13930202,000000,25537,60211200000000,2400000000
ZAGROS,d,20140423,000000,26000,26000,24900,25410,238208,6083641827,133,25537,زاگرس,13930203,000000,25539,60984000000000,2400000000
ZAGROS,d,20140426,000000,26523,26815,26296,26815,602791,16143668446,347,25539,زاگرس,13930206,000000,26782,64356000000000,2400000000
ZAGROS,d,20140427,000000,27980,27980,26101,26469,409861,11000533592,206,26782,زاگرس,13930207,000000,26840,63525600000000,2400000000
ZAGROS,d,20140428,000000,26470,26470,25600,26139,365255,9485146948,157,26840,زاگرس,13930208,000000,25969,62733600000000,2400000000
ZAGROS,d,20140429,000000,26101,26139,25000,25313,399069,10111451607,220,25969,زاگرس,13930209,000000,25338,60751200000000,2400000000
ZAGROS,d,20140430,000000,24902,25989,24902,25000,665749,16876110225,583,25338,زاگرس,13930210,000000,25349,60000000000000,2400000000
ZAGROS,d,20140505,000000,21147,21300,20500,21250,254450,5373026993,140,20949,زاگرس,13930215,000000,20993,51000000000000,2400000000
ZAGROS,d,20140506,000000,21199,21599,21005,21258,119758,2535938060,105,20993,زاگرس,13930216,000000,21016,51019200000000,2400000000
ZAGROS,d,20140507,000000,21260,21260,20720,20720,395943,8338099004,179,21016,زاگرس,13930217,000000,21034,49728000000000,2400000000
ZAGROS,d,20140510,000000,20721,20996,20510,20530,192322,3961656995,84,21034,زاگرس,13930220,000000,20947,49272000000000,2400000000
ZAGROS,d,20140511,000000,20000,20190,19950,20061,80077,1604446242,100,20947,زاگرس,13930221,000000,20036,48146400000000,2400000000
ZAGROS,d,20140512,000000,20880,20880,19972,20000,64470,1290449050,105,20036,زاگرس,13930222,000000,20016,48000000000000,2400000000
ZAGROS,d,20140514,000000,19999,19999,19801,19903,88091,1753499330,123,20016,زاگرس,13930224,000000,19906,47767200000000,2400000000
ZAGROS,d,20140517,000000,19800,20600,19201,20594,163286,3214670321,108,19906,زاگرس,13930227,000000,19687,49425600000000,2400000000
ZAGROS,d,20140518,000000,20499,20671,20001,20500,133052,2741176634,156,19687,زاگرس,13930228,000000,20602,49200000000000,2400000000
ZAGROS,d,20140519,000000,19999,20496,19998,20341,68391,1391195908,83,20602,زاگرس,13930229,000000,20342,48818400000000,2400000000
ZAGROS,d,20140520,000000,20000,20350,19900,20098,86649,1742923467,78,20342,زاگرس,13930230,000000,20115,48235200000000,2400000000
ZAGROS,d,20140521,000000,20846,20846,19500,19700,89184,1768348766,94,20115,زاگرس,13930231,000000,19828,47280000000000,2400000000
ZAGROS,d,20140524,000000,19700,20200,19601,19990,45877,906310244,46,19828,زاگرس,13930303,000000,19755,47976000000000,2400000000
ZAGROS,d,20140525,000000,19720,20000,19501,19600,67871,1339622638,92,19755,زاگرس,13930304,000000,19738,47040000000000,2400000000
ZAGROS,d,20140526,000000,19203,19333,19100,19106,181860,3503805935,105,19738,زاگرس,13930305,000000,19267,45854400000000,2400000000
ZAGROS,d,20140528,000000,19800,19800,19100,19150,55952,1081721560,85,19267,زاگرس,13930307,000000,19333,45960000000000,2400000000
ZAGROS,d,20140531,000000,19205,19991,19010,19148,21039,402821140,29,19333,زاگرس,13930310,000000,19146,45955200000000,2400000000
ZAGROS,d,20140601,000000,19000,19010,18602,18977,72768,1368333820,83,19146,زاگرس,13930311,000000,18804,45544800000000,2400000000
ZAGROS,d,20140602,000000,18977,19200,18970,18999,35904,684146161,60,18804,زاگرس,13930312,000000,19055,45597600000000,2400000000
ZAGROS,d,20140603,000000,19000,19196,18761,19000,14612,278117296,38,19055,زاگرس,13930313,000000,19033,45600000000000,2400000000
ZAGROS,d,20140607,000000,18850,19000,18550,18999,43243,815277421,62,19033,زاگرس,13930317,000000,18853,45597600000000,2400000000
ZAGROS,d,20140608,000000,18853,19200,18853,19170,66004,1265379472,68,18853,زاگرس,13930318,000000,19171,46008000000000,2400000000
ZAGROS,d,20140609,000000,19249,19790,19249,19500,138570,2724275748,90,19171,زاگرس,13930319,000000,19660,46800000000000,2400000000
ZAGROS,d,20140610,000000,19000,19557,19000,19150,19334,375163985,27,19660,زاگرس,13930320,000000,19404,45960000000000,2400000000
ZAGROS,d,20140611,000000,19150,19300,18953,19000,18124,344720696,33,19404,زاگرس,13930321,000000,19020,45600000000000,2400000000
ZAGROS,d,20140614,000000,18900,19000,18111,18394,149657,2735952424,68,19020,زاگرس,13930324,000000,18281,44145600000000,2400000000
ZAGROS,d,20140615,000000,18655,18655,17911,18480,363974,6556757199,67,18281,زاگرس,13930325,000000,18014,44352000000000,2400000000
ZAGROS,d,20140616,000000,18080,18910,18080,18150,328962,6018583517,165,18014,زاگرس,13930326,000000,18296,43560000000000,2400000000
ZAGROS,d,20140617,000000,18300,18300,17800,17988,120890,2173567855,75,18296,زاگرس,13930327,000000,17980,43171200000000,2400000000
ZAGROS,d,20140618,000000,17801,18449,17801,18449,137593,2500656037,100,17980,زاگرس,13930328,000000,18174,44277600000000,2400000000
ZAGROS,d,20140621,000000,18500,18997,18449,18620,60930,1136358658,59,18174,زاگرس,13930331,000000,18650,44688000000000,2400000000
ZAGROS,d,20140622,000000,18600,18600,18125,18568,61339,1135137595,35,18650,زاگرس,13930401,000000,18506,44563200000000,2400000000
ZAGROS,d,20140623,000000,18100,18498,18100,18360,266698,4913604211,35,18506,زاگرس,13930402,000000,18424,44064000000000,2400000000
ZAGROS,d,20140624,000000,18000,18200,18000,18200,76558,1379765449,58,18424,زاگرس,13930403,000000,18022,43680000000000,2400000000
ZAGROS,d,20140625,000000,18450,18468,18211,18300,108952,2006117642,58,18022,زاگرس,13930404,000000,18413,43920000000000,2400000000
ZAGROS,d,20140628,000000,18490,18490,17550,17650,72959,1294165164,65,18413,زاگرس,13930407,000000,17738,42360000000000,2400000000
ZAGROS,d,20140629,000000,17400,17400,16852,16852,122828,2076632082,100,17738,زاگرس,13930408,000000,16907,40444800000000,2400000000
ZAGROS,d,20140630,000000,17590,17590,16352,16900,45233,749454059,53,16907,زاگرس,13930409,000000,16569,40560000000000,2400000000
ZAGROS,d,20140701,000000,17320,17397,16616,17397,115756,1996899275,58,16569,زاگرس,13930410,000000,17251,41752800000000,2400000000
ZAGROS,d,20140702,000000,17590,18113,17511,18113,37264,673703883,33,17251,زاگرس,13930411,000000,18079,43471200000000,2400000000
ZAGROS,d,20140705,000000,18982,18982,18980,18982,916473,17396480436,113,18079,زاگرس,13930414,000000,18982,45556800000000,2400000000
ZAGROS,d,20140706,000000,19680,19680,18033,18888,334265,6442363106,133,18982,زاگرس,13930415,000000,19273,45331200000000,2400000000
ZAGROS,d,20140707,000000,18888,19000,18350,18900,245096,4622977691,116,19273,زاگرس,13930416,000000,18862,45360000000000,2400000000
ZAGROS,d,20140708,000000,19700,19805,19600,19805,1052552,20821137413,159,18862,زاگرس,13930417,000000,19782,47532000000000,2400000000
ZAGROS,d,20140709,000000,20771,20771,20301,20771,6778151,140784261150,728,19782,زاگرس,13930418,000000,20770,49850400000000,2400000000
ZAGROS,d,20140712,000000,19900,21808,19900,21650,2008757,43289398967,586,20770,زاگرس,13930421,000000,21550,51960000000000,2400000000
ZAGROS,d,20140713,000000,21550,21550,20999,21400,496097,10565625592,282,21550,زاگرس,13930422,000000,21297,51360000000000,2400000000
ZAGROS,d,20140714,000000,21289,21590,21000,21550,568500,12195373750,181,21297,زاگرس,13930423,000000,21452,51720000000000,2400000000
ZAGROS,d,20140715,000000,21776,22000,21670,21712,687421,14993329031,216,21452,زاگرس,13930424,000000,21811,52108800000000,2400000000
ZAGROS,d,20140716,000000,22140,22901,21410,22894,1795698,40958664065,406,21811,زاگرس,13930425,000000,22809,54945600000000,2400000000
ZAGROS,d,20140720,000000,22020,23939,22001,22800,1299103,29684885294,415,22809,زاگرس,13930429,000000,22850,54720000000000,2400000000
ZAGROS,d,20140721,000000,22920,23500,22690,22690,517166,11897120762,255,22850,زاگرس,13930430,000000,23004,54456000000000,2400000000
ZAGROS,d,20140722,000000,23200,23200,22331,22890,733162,16784916121,330,23004,زاگرس,13930431,000000,22894,54936000000000,2400000000
ZAGROS,d,20140723,000000,22890,22900,22104,22301,1149990,25642134861,362,22894,زاگرس,13930501,000000,22298,53522400000000,2400000000
ZAGROS,d,20140726,000000,22650,22650,21755,21908,482282,10622740756,205,22298,زاگرس,13930504,000000,22026,52579200000000,2400000000
ZAGROS,d,20140727,000000,21601,22500,21570,22140,178940,3951879374,125,22026,زاگرس,13930505,000000,22085,53136000000000,2400000000
ZAGROS,d,20140728,000000,22490,22490,22001,22100,302963,6684566813,153,22085,زاگرس,13930506,000000,22064,53040000000000,2400000000
ZAGROS,d,20140802,000000,22010,22250,22000,22040,243315,5358996175,133,22064,زاگرس,13930511,000000,22025,52896000000000,2400000000
ZAGROS,d,20140803,000000,22200,22200,21851,22188,147712,3251276287,62,22025,زاگرس,13930512,000000,22011,53251200000000,2400000000
ZAGROS,d,20140804,000000,22110,22457,22050,22050,525989,11614213012,207,22011,زاگرس,13930513,000000,22081,52920000000000,2400000000
ZAGROS,d,20140805,000000,22400,22440,22000,22152,687526,15176271426,217,22081,زاگرس,13930514,000000,22074,53164800000000,2400000000
ZAGROS,d,20140806,000000,22056,22285,21900,21950,310449,6814541352,128,22074,زاگرس,13930515,000000,21951,52680000000000,2400000000
ZAGROS,d,20140809,000000,21805,22090,21802,21822,194806,4279269172,92,21951,زاگرس,13930518,000000,21967,52372800000000,2400000000
ZAGROS,d,20140810,000000,21900,22047,21813,21999,330562,7271530755,102,21967,زاگرس,13930519,000000,21997,52797600000000,2400000000
ZAGROS,d,20140811,000000,22000,22438,22000,22400,342247,7621252010,115,21997,زاگرس,13930520,000000,22268,53760000000000,2400000000
ZAGROS,d,20140812,000000,22430,22430,22111,22249,286675,6360879813,78,22268,زاگرس,13930521,000000,22188,53397600000000,2400000000
ZAGROS,d,20140813,000000,22200,22250,22120,22147,269058,5965258964,118,22188,زاگرس,13930522,000000,22171,53152800000000,2400000000
ZAGROS,d,20140816,000000,22000,22180,21999,22100,78374,1727322614,71,22171,زاگرس,13930525,000000,22039,53040000000000,2400000000
ZAGROS,d,20140817,000000,22300,22900,22061,22700,243965,5527163298,180,22039,زاگرس,13930526,000000,22656,54480000000000,2400000000
ZAGROS,d,20140818,000000,22700,22940,22650,22940,285905,6522816228,142,22656,زاگرس,13930527,000000,22815,55056000000000,2400000000
ZAGROS,d,20140819,000000,23000,23100,22768,23049,148784,3414144463,105,22815,زاگرس,13930528,000000,22947,55317600000000,2400000000
ZAGROS,d,20140820,000000,23222,23300,22900,23000,519575,11980786471,113,22947,زاگرس,13930529,000000,23059,55200000000000,2400000000
ZAGROS,d,20140823,000000,23100,23100,22900,23000,162873,3744980446,118,23059,زاگرس,13930601,000000,22993,55200000000000,2400000000
ZAGROS,d,20140824,000000,23388,23388,23000,23000,390666,8999341926,159,22993,زاگرس,13930602,000000,23036,55200000000000,2400000000
ZAGROS,d,20140825,000000,23111,23111,22852,23060,81923,1885204249,72,23036,زاگرس,13930603,000000,23012,55344000000000,2400000000
ZAGROS,d,20140826,000000,23080,23200,22920,23200,1687964,38893684372,164,23012,زاگرس,13930604,000000,23042,55680000000000,2400000000
ZAGROS,d,20140827,000000,23300,23300,23000,23001,510667,11798673549,97,23042,زاگرس,13930605,000000,23104,55202400000000,2400000000
ZAGROS,d,20140830,000000,23000,23001,22705,23000,654845,15052414239,90,23104,زاگرس,13930608,000000,22986,55200000000000,2400000000
ZAGROS,d,20140831,000000,22999,23000,22800,23000,157614,3617547965,84,22986,زاگرس,13930609,000000,22952,55200000000000,2400000000
ZAGROS,d,20140901,000000,22811,23030,22811,22870,130036,2986404895,106,22952,زاگرس,13930610,000000,22966,54888000000000,2400000000
ZAGROS,d,20140902,000000,22810,23050,22810,23000,145935,3350337246,72,22966,زاگرس,13930611,000000,22958,55200000000000,2400000000
ZAGROS,d,20140903,000000,22999,23000,22955,22998,94492,2172265493,50,22958,زاگرس,13930612,000000,22989,55195200000000,2400000000
ZAGROS,d,20140906,000000,22980,22980,22500,22500,109101,2470532573,102,22989,زاگرس,13930615,000000,22644,54000000000000,2400000000
ZAGROS,d,20140907,000000,22550,22700,22160,22700,61377,1381304267,50,22644,زاگرس,13930616,000000,22505,54480000000000,2400000000
ZAGROS,d,20140908,000000,22800,22998,22799,22930,46253,1059848251,53,22505,زاگرس,13930617,000000,22914,55032000000000,2400000000
ZAGROS,d,20140909,000000,22988,23000,22900,22910,116083,2665939341,75,22914,زاگرس,13930618,000000,22966,54984000000000,2400000000
ZAGROS,d,20140910,000000,23000,23099,22650,22999,39138,898485383,54,22966,زاگرس,13930619,000000,22957,55197600000000,2400000000
ZAGROS,d,20140913,000000,22652,22800,22652,22800,61198,1392103704,136,22957,زاگرس,13930622,000000,22748,54720000000000,2400000000
ZAGROS,d,20140914,000000,22403,22869,22403,22700,59115,1335691707,48,22748,زاگرس,13930623,000000,22595,54480000000000,2400000000
ZAGROS,d,20140915,000000,22461,23333,22450,23001,54092,1243113720,64,22595,زاگرس,13930624,000000,22981,55202400000000,2400000000
ZAGROS,d,20140916,000000,23400,23400,22902,23000,38144,875744470,44,22981,زاگرس,13930625,000000,22959,55200000000000,2400000000
ZAGROS,d,20140917,000000,22742,23290,22742,23000,43377,992289447,48,22959,زاگرس,13930626,000000,22876,55200000000000,2400000000
ZAGROS,d,20140920,000000,22802,23200,22802,22818,44587,1017261874,30,22876,زاگرس,13930629,000000,22815,54763200000000,2400000000
ZAGROS,d,20140921,000000,22802,23000,22801,23000,44672,1025785855,42,22815,زاگرس,13930630,000000,22963,55200000000000,2400000000
ZAGROS,d,20140922,000000,23200,23200,22821,22882,139500,3204255719,39,22963,زاگرس,13930631,000000,22970,54916800000000,2400000000
ZAGROS,d,20140923,000000,23199,23200,22900,23001,32880,754675825,36,22970,زاگرس,13930701,000000,22952,55202400000000,2400000000
ZAGROS,d,20140924,000000,22900,23093,22900,23021,1220088,28065581516,63,22952,زاگرس,13930702,000000,23003,55250400000000,2400000000
ZAGROS,d,20140927,000000,22930,23000,22930,22992,85779,1970797175,40,23003,زاگرس,13930705,000000,22975,55180800000000,2400000000
ZAGROS,d,20140928,000000,23000,23190,22851,22851,280564,6484695809,70,22975,زاگرس,13930706,000000,23113,54842400000000,2400000000
ZAGROS,d,20140929,000000,22857,23200,22856,23199,105319,2427440415,44,23113,زاگرس,13930707,000000,23048,55677600000000,2400000000
ZAGROS,d,20140930,000000,22857,23147,22857,23053,124245,2863010574,56,23048,زاگرس,13930708,000000,23043,55327200000000,2400000000
ZAGROS,d,20141001,000000,23150,23150,23002,23022,12451,286611205,24,23043,زاگرس,13930709,000000,23019,55252800000000,2400000000
ZAGROS,d,20141004,000000,23180,23180,22900,23170,116673,2694591912,58,23019,زاگرس,13930712,000000,23095,55608000000000,2400000000
ZAGROS,d,20141006,000000,23090,23100,22996,23035,495170,11430639701,54,23095,زاگرس,13930714,000000,23084,55284000000000,2400000000
ZAGROS,d,20141007,000000,23099,23100,22961,23005,80699,1857745829,59,23084,زاگرس,13930715,000000,23021,55212000000000,2400000000
ZAGROS,d,20141008,000000,23139,23140,23001,23100,70641,1627617834,38,23021,زاگرس,13930716,000000,23041,55440000000000,2400000000
ZAGROS,d,20141011,000000,22951,23048,22857,22900,40796,935845764,41,23041,زاگرس,13930719,000000,22940,54960000000000,2400000000
ZAGROS,d,20141012,000000,22884,22897,22460,22849,112288,2559941900,64,22940,زاگرس,13930720,000000,22798,54837600000000,2400000000
ZAGROS,d,20141014,000000,22530,22820,22530,22820,74757,1703932639,41,22798,زاگرس,13930722,000000,22793,54768000000000,2400000000
ZAGROS,d,20141015,000000,22461,22650,22460,22465,169997,3822113919,111,22793,زاگرس,13930723,000000,22483,53916000000000,2400000000
ZAGROS,d,20141018,000000,22459,22459,21900,21912,92797,2036053206,107,22483,زاگرس,13930726,000000,21941,52588800000000,2400000000
ZAGROS,d,20141019,000000,21875,21886,21580,21610,194802,4232017021,119,21941,زاگرس,13930727,000000,21725,51864000000000,2400000000
ZAGROS,d,20141020,000000,21100,22300,21100,22141,227596,5048831171,132,21725,زاگرس,13930728,000000,22183,53138400000000,2400000000
